m1,m2,m3,m4,m5
-0.9304820947636882,0.0,0.0,0.0,0.25138704018316727
0.06666445404869237,-0.5418460399296149,0.18516120325026142,0.9659990674724843,0.19860836442424554
-0.17314137675610952,0.0,0.0,-0.2456712965925981,0.0
0.1273021893960572,-0.6422921074186392,0.9768409115369762,0.8458708103352648,-0.36427015711203425
0.6335104094806971,-0.6499824835308199,1.5566908372804307,0.03720882044581862,0.03638924278843468
0.0,-0.612402802670182,0.751172591044223,0.0,0.055982457186815104
1.127447227314034,-0.00662418230320494,2.0979535836401038,0.12766710173710694,0.0
0.0,0.0,1.3114537647595266,0.0,0.0
1.006493961346509,0.8764495375715421,2.0635804249857745,-0.6451207968711031,3.8199370879578827
0.0,-1.3279428384325922,0.0,1.7958409721822883,3.079604620391561
0.0,-0.12241551047177823,0.04891504523933049,0.0,0.0
-1.4600884424776888,-0.14412584185382393,0.5619403599290547,-0.291197796579891,-0.44968955474303796
-0.9037550878316479,-0.7575422527481567,0.48045870363986254,-0.45360023449209164,-0.0963234581683298
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
-0.0774425137595124,-0.7958666971493842,0.7280977197131046,0.4921891567518755,-0.6006245158307262
0.0,0.0,1.2832384424861982,0.26421625879563876,0.7206796614970173
-0.18059231261852007,-1.0656356802966733,-0.17272981649097063,2.3166587691331078,1.77772505153704
-1.557528667274059,0.2038299402376887,-0.9698867915537746,-1.2079255227142205,0.0
-1.125472009792185,-0.09233790932679992,1.1921732405258778,0.0,0.7997859620427663
0.0,0.0,-0.29143292060919146,0.0,0.0
0.34809659498333495,-1.1379015616810473,1.9178605506203241,-0.41442823473188417,0.5474947620552859
0.0,-1.5095829111993426,1.0132892059540808,0.0,0.07253309626812465
0.0,-0.10959086138071542,0.9319495014120197,0.24632537423810122,-0.13082619753802963
-0.8687334605800492,-0.8713724713479172,1.4171209077087035,0.4884528440781639,0.44400419698749427
-1.0170611418234088,-0.883537132116904,2.0802062367994885,0.0,-0.27055906973170707
0.0,-0.3361071182476676,1.1907915995803184,0.31821034083394123,0.6791584776087393
0.0,-0.6766164551948377,0.7651374731756115,0.5635953544087744,0.02398900592940144
0.2142250488400552,0.0,1.8626868098438152,0.4310420699923805,-0.5341436135801195
0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.1312953127437546,0.0,0.0
-0.4068611901879101,-0.7052697185863536,0.5040613576255447,0.14493265174063374,-0.6574980328125747
-1.6579883521743692,0.0,0.23772910297285027,0.387445481064229,1.4840753159527824
0.0,-0.33054001132351685,0.05525607259101417,0.0,0.14023318233923784
0.06987587813412732,0.9490789524491641,0.8933907451358727,-0.3910860367791516,1.503282416639874
0.0,-1.1887331001463675,0.4338114359998407,-1.0516582593557344,0.0
0.0,0.1615626573495403,0.8749216140214418,0.0,0.0
0.3955232526781284,-1.148432075086903,1.324331116076264,0.8062020267349738,-0.9563703054629188
0.0,0.4783706199040761,0.8876969709929853,0.374455980591799,0.6307956306723154
0.0,0.0,0.0,0.0,0.417115576049903
-0.444496987809889,0.0,0.35836073803324264,0.0,0.0
-1.7471029479718485,0.1018227055781108,-0.044018325912448364,0.654727062776929,0.0
-2.061821908671753,-0.8779835183899267,3.2460320963293117,-1.1828878883780456,1.2366093482144827
-1.5591759704389254,0.12844842508315168,0.49375818313156206,0.46061182125248123,-0.20148667166735523
-0.2621349664527814,-0.06095653600374555,-0.11499252291034157,0.09987634657299638,0.11635433393380075
-1.6533945604010483,-1.4570120688781039,1.8928273102026847,-0.5893685000379574,-0.2686608944170929
0.19594023504281732,-0.7336891980619882,1.0790614751972698,-0.10631464456643963,-0.7080837667801283
2.305658117852206,0.0,3.1862631087431557,1.5240714595400249,2.4395806914362916
0.0,-0.17354149460194085,2.9860727141508314,0.0,-1.3595562810645196
0.0,0.10517903085634644,0.139843165172005,0.7357440812542202,0.382926446611008
