2:x2_2:x2,2:x2_3:x2,3:x2_2:x2,3:x2_3:x2
0.5797093179429363,-0.09609886999107536,-0.09609886999107536,0.4576579453367457
0.6551655704633441,-0.020381427967058614,-0.020381427967058614,0.32534817089812285
0.26035247431950914,-0.2670423167957797,-0.26704231679577983,1.0440638534396938
0.2957625122461251,0.10596212962438477,0.10596212962438477,0.22640663127487873
0.8999052071439456,0.40138921250433374,0.40138921250433374,0.5197582322024843
0.4946829624634128,-0.2731386567445477,-0.2731386567445477,1.0520235114071468
0.9470719275922317,0.26789574650505626,0.26789574650505626,0.2718560095127172
0.4850007217148528,-0.0719410185371261,-0.0719410185371261,0.6847438371177667
0.9637908378858753,0.3268744399127033,0.3268744399127033,0.6330371010467372
0.5927270413292127,-0.1241358700968289,-0.1241358700968289,1.2056714047331196
0.8679534185196225,-0.024705640738032036,-0.024705640738032036,0.8513743276968294
0.19809646542414108,0.03320467545319895,0.03320467545319895,0.31464160077625236
0.3487395134536306,0.0655834866441443,0.0655834866441443,0.6093855361123846
0.6444488543974979,-0.3700354092840948,-0.3700354092840948,0.7721475863189844
0.29421128425726834,-0.1476132764354208,-0.1476132764354208,0.4949919472272354
0.3408612936347928,0.07809108719101851,0.07809108719101851,0.8062053480936295
0.4074735172908218,0.2108277441718691,0.2108277441718691,0.9382483358844506
0.5114141047957032,-0.08964622486867818,-0.08964622486867818,0.3260230005774091
0.6532141322944259,-0.0979823407560303,-0.0979823407560303,0.2708471762614363
0.5500684156472967,-0.5735977294063361,-0.5735977294063361,1.1670440153249346
1.1692985422197788,0.26458090042335225,0.26458090042335225,0.27334270616515266
0.6829028757280471,-0.5555227576551988,-0.5555227576551988,1.83885960256016
0.45584839609163846,0.17308090760616754,0.17308090760616754,0.6543509273990827
0.5611418992071185,-0.41451129122153735,-0.41451129122153735,0.7597453782990451
1.5845186305191747,-0.7715489961842008,-0.7715489961842008,1.3058682349687933
1.0252497823859201,-0.37392404993811734,-0.37392404993811734,0.7360688389730276
0.8482619852271664,-0.2721983882058464,-0.2721983882058464,0.38667690356505835
0.5316960135275444,0.25135133364650347,0.25135133364650347,0.4831783326783932
0.4096384315443722,-0.19842009729787052,-0.19842009729787052,0.44545186190984176
1.2543537933641762,-0.2661853392187756,-0.2661853392187756,0.42765056412032937
0.7999443376727535,0.11611974480570715,0.11611974480570715,0.5329566337891093
0.7284498491962359,-0.4427722760226529,-0.4427722760226529,0.8713603577668159
0.7851862472430218,-0.3208943044538301,-0.3208943044538301,0.7033137322029345
0.45611584349092216,0.0821076548095666,0.0821076548095666,1.142451275717804
0.8320274340822004,0.36084380259233684,0.36084380259233684,0.794077363468033
0.41539329953105897,0.3355386845154132,0.3355386845154132,1.094873088728135
0.4511887115227988,0.04023622798493103,0.04023622798493103,0.34319559401796756
0.3552166713508848,0.3681138289540502,0.3681138289540502,1.1780037391463747
0.5622074358814341,-0.20543739408504982,-0.20543739408504982,0.4799662927212604
0.8714373336933412,0.22286689886545383,0.22286689886545383,0.4035455624919444
1.5683270662463695,-0.1948724501719662,-0.1948724501719662,0.4856967330922482
2.285153604045408,-1.1460359214653946,-1.1460359214653946,0.887430268114112
0.5516898120167865,-0.4450683437116014,-0.4450683437116014,1.1142709840106113
1.836073930835745,0.16925856441572018,0.16925856441572018,0.3633316685351575
0.3454210103333509,-0.2056127248319644,-0.2056127248319644,0.4931490275499973
1.1435410956105643,-0.7839627781609407,-0.7839627781609407,1.0319234128880235
1.320288109024438,0.9043523150081489,0.9043523150081489,1.168225975048999
1.1807054880257852,-0.1569625456373406,-0.1569625456373406,0.2887026301382768
0.3128238105462641,0.011894534576451574,0.011894534576451574,0.3270857734634249
0.4171835056427912,-0.08637651890976507,-0.08637651890976507,0.41105687521729634
