m1,m2,m3,m4,m5
0.0,0.0,-0.8472883643395053,1.0386214629498598,-0.8289776613877502
-0.07147389370926888,-0.12785011301649235,-1.8065850249249606,-0.8397105948674956,0.6552292408780599
-0.26712177529202275,-0.316323443285497,0.0,0.6311727047905569,0.0558197868278362
0.0,0.21649067285651571,-0.6979329282330533,0.0,0.0
0.0,0.0,-0.5530092024544331,0.0,0.0
-0.2509893413479531,0.0,-0.3227425628626887,0.0,-0.5852998076266736
-0.37438756252332656,-0.44143460220931335,0.0,0.0,-0.1377042793240446
0.0,0.6893105812612523,0.0,0.0,0.0
0.5941414368976823,0.0,0.0,0.0,-0.7539601178150668
0.2640524894339821,0.0757917709769681,0.0,0.0,0.15275068156838284
0.9569519617871112,0.0,0.0,0.0,0.0723346706090588
0.0,0.0,0.1402605508334057,0.1336864113468546,0.03281757684287954
0.0,0.0,-0.07352688395311996,0.0,0.0
0.40140178404198845,0.12395245046847402,-0.29703739970371745,0.0,0.0
0.6926252973715668,-0.12834696596427692,0.30194768605439287,0.058672737498931704,-0.2421601852280408
0.0,0.0,-0.3576321226009299,0.0,0.0
0.1711799133777994,0.0,0.0,0.2959815676080859,0.0
0.0,0.27169535537305484,0.0,0.0,0.14722903448199304
0.0,-0.17735588496116012,0.8866294306616431,0.0,0.0
0.0,0.0,0.23048722945101172,0.0,0.17418330648723346
1.7688462754965764,0.0,0.0,-0.6448814667114382,0.0
0.6625687986759445,0.0,0.0,0.13073404664175747,0.0
0.0,-0.90338853185428,0.0,0.0,0.0
0.5477609811447555,-0.20634801113147824,-1.251584743324624,-0.7233189884518225,-0.03547570200153439
0.38873171157945396,0.0,0.0,-0.7074098474635372,0.0
-0.7388149189176827,-0.29405493309357417,-0.9277796264631729,0.0,1.0363857689038656
0.7345068254547904,-0.954438709443673,-0.07416364087300731,0.0,-0.5659356215892692
0.3442812949946004,0.0,-0.2958993621345022,0.0,-0.4571393870063911
0.0,0.33923443533957537,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,-0.2273399447515675,0.0,0.0,0.0
0.0,0.050417091768017674,-0.5662846585168229,0.0,0.0
0.0,0.6739632557819564,0.2790350941050055,-0.42857548633096926,0.0
-0.008344971962860992,0.0,0.0,0.5823629296393342,0.0
0.265124731927954,0.35954628704300134,0.25736686882704257,0.16764574541165492,-0.23240204286389715
0.0,0.42064906602571606,-0.34359884218164244,0.0,-1.367553968371234
0.025209062347164357,-0.7725470261958785,0.0,0.0,0.0
0.0,0.5565053827547116,-0.2604996814981037,0.0,0.0
0.0,0.0,0.0,-0.583209961988635,0.0
0.0,0.0,0.0,0.0,0.17770270857729442
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.7181919597152131,0.0
-0.005754790732749565,1.0609057516061136,0.0,0.0,-0.6742310505332675
-0.131788094904409,1.1852927486945954,0.0,-0.10517180060756606,-0.21758596225164434
0.0,0.0,0.0,0.0,0.0
0.6566352062524332,-0.2758485921489652,0.0,-0.2573483172393931,0.0
0.0,0.0,-1.4066338067928768,0.0,-0.27874470524565587
0.0,0.0,0.09170768446378046,-0.019220062236685813,-0.42868516865223927
0.0,-0.19955227805020928,-0.6539477035942989,-0.3665693455210089,-0.5524937192592609
-0.018479296246935117,0.32925776461982986,-0.7854516326434745,-0.2063176342607725,-0.29911231954855666
