1:ϵ_1:ϵ,1:ϵ_2:ϵ,1:ϵ_3:ϵ,2:ϵ_1:ϵ,2:ϵ_2:ϵ,2:ϵ_3:ϵ,3:ϵ_1:ϵ,3:ϵ_2:ϵ,3:ϵ_3:ϵ
0.2836690092966138,-0.04633338430004096,0.04679462369680695,-0.04633338430004096,0.3789882994400763,-0.01751057796847924,0.04679462369680695,-0.01751057796847924,0.31476243894048306
0.7501940743528515,-0.12522459417015092,-0.31646735086601907,-0.12522459417015094,0.6192749152466936,0.006553676026051293,-0.31646735086601907,0.006553676026051264,0.551761989493248
2.604151023320321,-0.8863150720934653,-3.681001182771022,-0.8863150720934654,1.2722658439657568,2.0729116783307378,-3.6810011827710216,2.0729116783307378,8.050317215496039
0.5441734449094621,0.33018927087631866,0.21841474187186743,0.3301892708763188,2.95857525816406,1.079302371923611,0.21841474187186755,1.079302371923611,0.8749154930633501
0.5788644736549994,-0.2336556484447458,-0.2823401313133593,-0.23365564844474573,1.0855633493350443,0.09212294210915553,-0.2823401313133592,0.09212294210915553,1.208941837251831
0.8410407776276507,-0.41552579500138215,-0.40308035615932647,-0.41552579500138215,0.5109458843352918,0.17503432753003906,-0.4030803561593265,0.17503432753003906,0.5236191899938762
2.182721245763505,-1.2460451681854408,-0.9031872812135537,-1.2460451681854408,1.3578119177425885,0.8311285844728533,-0.9031872812135541,0.8311285844728532,0.8441491595063378
1.941708686605185,0.35771420006882143,0.4876518945476766,0.3577142000688214,0.44007838884016487,-0.12771288937320968,0.4876518945476767,-0.12771288937320954,0.9114903408462861
0.47156513335155437,-0.06079230793001969,-0.15774134296115405,-0.06079230793001974,0.46217607207633227,-0.19234809632944522,-0.15774134296115402,-0.19234809632944525,0.5594488733271843
0.4649657257130352,-0.38453348599604986,-0.03760487475261762,-0.3845334859960499,0.9506058074798421,-0.35758340382466286,-0.03760487475261765,-0.35758340382466286,1.4022568607545547
1.5686432138876325,-0.39157735214521505,1.2236157537055656,-0.39157735214521494,1.471486435668892,-1.150541433387519,1.2236157537055654,-1.150541433387519,4.155455685916665
1.0344225775102154,1.1950348058582958,1.1969753508275143,1.1950348058582954,2.409164595135213,2.4506266286624547,1.1969753508275145,2.450626628662455,3.212863997462123
2.5174831801044517,0.5976998143290768,-2.8866977975891808,0.5976998143290772,0.5174317218766086,-0.8552637565830711,-2.8866977975891817,-0.8552637565830709,3.6513531337831404
2.1710032135097497,-0.9843837062919216,0.5446326155530449,-0.9843837062919217,0.7513084465813099,-0.26824852409911953,0.544632615553045,-0.2682485240991194,0.3881517441544442
0.3051576009169588,0.17860608577716636,-0.008249469028940387,0.17860608577716638,0.7013058839588745,0.21714884649258687,-0.00824946902894038,0.21714884649258687,0.5207781589514391
0.5800161969426083,-0.03142322121772457,-0.2400255160741104,-0.03142322121772456,0.23111825216486598,-0.07634132891612913,-0.24002551607411046,-0.07634132891612912,0.5098310401976744
1.2181780530418482,0.3197705917799193,0.07252535555478926,0.31977059177991934,0.7518705435491981,-0.3241495171561962,0.07252535555478921,-0.3241495171561962,1.0035718817874384
0.40270170816301215,0.11115951143465552,-0.07406206405532981,0.11115951143465547,0.7516192811385229,-0.9113227019438246,-0.07406206405532968,-0.9113227019438243,1.542250367431099
0.66123092305549,-0.07060695573723715,0.27185358254923436,-0.07060695573723716,0.28885322608738806,-0.216112847158892,0.27185358254923436,-0.216112847158892,0.6636054011036976
0.7533563399217117,0.0008573623590811888,-0.06937621117507863,0.0008573623590811888,0.23724757860835582,0.11388687043448575,-0.06937621117507861,0.11388687043448575,1.549632071823715
0.42501909717961767,0.2603436805115996,0.026027723634478382,0.2603436805115997,0.7100195612004631,0.07184659719823197,0.026027723634478393,0.071846597198232,0.39274417268174305
