y1_y1,y1_y2,y1_y3,y2_y1,y2_y2,y2_y3,y3_y1,y3_y2,y3_y3
0.22639562342302263,-0.14722925891670904,0.15147150791709285,-0.14722925891670904,0.4864205620963079,-0.1378402862383141,0.15147150791709285,-0.1378402862383141,0.5632894936954024
3.2426018414025393,-2.063914896421264,-0.768906998927064,-2.063914896421264,2.608489788972702,0.004305029343327062,-0.768906998927064,0.004305029343327062,1.0959756803462448
3.643764062789331,-3.490392810386326,-0.47309365578079093,-3.490392810386326,5.1945244642338135,1.1524013954260037,-0.47309365578079093,1.1524013954260037,0.7833922877073396
0.6184112003767621,-0.21969064527482354,-0.4341200483689681,-0.21969064527482354,0.6393582564922986,0.3289842752078357,-0.4341200483689681,0.3289842752078357,0.9395267060214043
0.5619027928923472,-0.06685783746532407,0.0021223053418176663,-0.06685783746532407,0.46015463596851075,-0.0744811946728531,0.0021223053418176663,-0.0744811946728531,0.5932378340815366
2.0726696107996485,0.18268350080283913,1.2103021027078855,0.18268350080283913,1.2901129791739163,0.4927939506013619,1.2103021027078855,0.4927939506013619,1.095975963097204
2.8477190120377367,-1.0295815859638862,0.009608495774994385,-1.0295815859638862,0.7871422871451431,0.0924734020658723,0.009608495774994385,0.0924734020658723,0.3897769598056571
0.37628369542357537,0.0516973228365371,0.034159513740649225,0.0516973228365371,0.7746023125579946,-0.3525136096432251,0.034159513740649225,-0.3525136096432251,0.6302758157424737
0.8473788819638683,-0.3371088960971113,0.4655977750683656,-0.3371088960971113,0.916469119444919,-0.48114876021530817,0.4655977750683656,-0.48114876021530817,0.6855722491152102
0.3718003271285408,-0.06333645170961406,-0.06827306013791426,-0.06333645170961406,0.8068476386595991,0.5049629394717561,-0.06827306013791426,0.5049629394717561,0.6639851420820123
0.25053023140061914,0.13459582848448037,0.2715291878308725,0.13459582848448037,0.4840774300492993,0.32798867465406484,0.2715291878308725,0.32798867465406484,1.0373028609847699
0.3950137082541401,0.15548335969134516,-0.09826006989262155,0.15548335969134516,1.1049078062134248,-0.4085163139760707,-0.09826006989262155,-0.4085163139760707,0.3213755895383414
0.36411581535197063,-0.014391833448567717,-0.03913888453355042,-0.014391833448567717,0.8107866779193346,0.0958666548250911,-0.03913888453355042,0.0958666548250911,0.418586417448769
0.6455437002840947,0.002158216639708355,-0.11184404736409047,0.002158216639708355,0.49626324725265103,-0.09051541176965318,-0.11184404736409047,-0.09051541176965318,0.5722740101628848
0.7345088645865439,-0.20926770548381973,0.3397676731713736,-0.20926770548381973,0.4335213889947938,-0.17178685129222496,0.3397676731713736,-0.17178685129222496,0.5252837277562755
2.462336029575887,-1.204980717205465,0.3792732050787447,-1.204980717205465,2.0021288019812378,-0.5494321070202212,0.3792732050787447,-0.5494321070202212,0.41469824051920334
1.3114666746841201,-0.62005754266651,0.36387993514217915,-0.62005754266651,0.6646547883120002,-0.2796293076860801,0.36387993514217915,-0.2796293076860801,0.9765347740725759
0.6687210939363368,0.5039312839685834,0.04262842062251854,0.5039312839685834,1.0860448359897716,-0.008599905439861262,0.04262842062251854,-0.008599905439861262,0.2985639218383487
0.7938961917830054,-0.2459313591892451,0.6428523358390187,-0.2459313591892451,0.454540745720189,-0.5300109827325958,0.6428523358390187,-0.5300109827325958,1.1278704281607579
0.7257341767524773,-0.1823941352068859,0.21467608018915937,-0.1823941352068859,0.564033294824789,-0.29637426558951985,0.21467608018915937,-0.29637426558951985,0.7489848469020911
0.6190405206989592,-0.08304799454484232,-0.12397639070316774,-0.08304799454484232,0.3519502042714569,0.02222055705454869,-0.12397639070316774,0.02222055705454869,0.6194581507126519
