m1,m2,m3,m4,m5
0.0,-0.23130243024596336,0.5506969406209737,0.0,1.145225781621272
-0.8200363721504127,-1.1155520227738884,1.2821329564515187,0.6937220861736185,0.0
-1.8325452214037479,-2.0984084605144826,0.378435617826744,-0.10292387364805648,1.8254821973868482
-0.5126746734801748,-1.8798525972570161,1.4540694903835591,1.6782728568601464,0.0
-0.9266930370914016,-1.4760005638008928,0.7147652167095011,0.6513636201962264,1.8427640384516197
-0.21004171364320423,-1.532482183203339,1.6442922346036197,0.9747620289713683,0.0
0.0,0.0,1.9817561800027017,0.0,0.0
-0.2723477428218367,-1.1365803768939404,1.5609687795407678,0.25015362247595085,-0.028532775788723097
0.11899470320648224,-0.6992816511986707,1.2329892046859294,0.0,0.9878865497523701
-0.4644636264641249,0.0,1.4618556173128732,0.0,0.0
-1.0684579726899532,0.0,0.45029300499070984,0.0,0.012235371273701057
-1.2103080795158674,0.0,0.0,0.0,2.631644296216733
-0.8453911851680638,-0.6434576329053899,0.0,0.0,0.0
-1.6818479930520316,0.09139756165633967,0.5937856101601067,0.0,0.0
0.0,0.08865425340415709,1.5577883264089871,0.0,0.0
-0.5020845369729638,-1.2786165795465168,1.4333050349350618,0.0690310080938703,0.5724663826037671
-0.8444731437594873,0.5608798485370665,0.5888239981713583,0.5716513378491876,0.5479069502175283
0.0,-0.26254524788935557,1.3426754326407782,0.0,0.7982815326614184
-1.6470079555930952,-0.7963855736143468,0.6089782932671229,0.0,0.15236774537478714
0.0,-1.8141139105010893,0.0,2.286638354837936,0.0
-0.5657399994896669,-1.1383830036319142,1.2031516740560397,0.4744633197577566,1.4046067833617994
0.0,0.0,0.6117372293251937,0.0,0.7805256578314229
0.0,0.0,2.6300505787256725,0.0,0.0
0.0,0.0,2.491791055936375,0.7027735150786085,0.0
0.0,0.0,1.583326355645191,0.0,0.0
0.0,0.0,1.1837063371560104,0.0,0.0
-1.9360232405078543,-1.1395909933298787,1.009662348475043,0.37409614812603703,0.0
0.0,-0.4897496972532588,2.181315422124988,1.7339554115660067,0.12025331787061319
0.0,0.0,1.878241099278482,1.2491906280585865,-0.5753276355208554
0.0,-1.3472123449680813,2.7782652740766776,1.1387574011655035,0.0
0.16785237965319927,-0.06723425593973797,1.3629586380370193,0.0,-1.6167740325647322
0.0,0.0,0.0,0.0,0.8024615859212862
-0.10816870578314172,0.017948367114664632,0.6667019957682968,0.0,0.0
-0.9541099299388088,-1.1069321348246357,0.608901918632463,0.5210790501822387,1.7841353871332877
0.0,-0.7526483098392922,2.897447551361276,0.5529249102150806,0.0
0.0,-0.9496360080778647,2.362386769499925,0.28937407861655956,0.0
-0.07032013627525277,-0.7598390825113538,0.555231640761237,0.0,0.6652963343089485
-0.5763492534352291,0.0,0.19464281443982315,0.1303227035100447,0.015547068422164627
-0.6848105174981014,0.3319872648643458,0.9726069672475912,-0.29271782711291466,1.9944363351277874
-2.1650482492623886,-1.1847390403720628,-0.37431157591020653,0.82040029488537,1.0773018898759152
-2.0142178714412275,0.0,1.866114911709096,0.0,0.0
-1.163256873617835,-0.8539491247868319,0.998987784072154,1.0121987217028086,0.0
0.0,-0.04532618252765866,0.6333227036962574,0.34753446339783944,0.0
-0.916900144639076,0.2058179487978533,0.835031937536184,0.0,0.7310881579321512
-0.9685463416169212,-0.13726897380370867,1.3315502331263622,-0.02270490654064672,0.0
-0.5773776197205306,-0.6641893945536359,-0.051713147759871014,0.26099239913999844,0.4166035533595942
-0.7930645588179285,-0.9623833435079476,0.7428990662524169,-0.2119672860645177,-1.483900365728371
-1.6187745296686085,-0.6260419847126601,2.1487371732413227,0.0,-0.6083687274200893
-1.0606751612679988,-0.5571683927394956,0.9642851485946935,0.0,0.0
0.0,0.0,1.2868154266524972,0.0,0.0
